0 193.8130035400391 247 79 3.918408194557973
0 219.6556375062187 274.3044494689022 74.7255281856022 1.959204097278986
1 173.3031311035156 251.2366943359375 101.0688819885254 3.918408194557973
1 149.7380065917969 294 217 2.93880614591848
2 121 240 90.86239624023438 3.918408194557973
2 117.4410018920898 274 120 2.93880614591848
3 101 161 157.1430053710938 3.918408194557973
3 86 132.27099609375 183 2.93880614591848
4 91.25130081176758 90.68099975585938 192.7519989013672 2.93880614591848
4 118 79.76309967041016 213 1.959204097278986
5 91.25130081176758 90.68099975585938 192.7519989013672 2.93880614591848
5 123 49.47470092773438 175 2.93880614591848
